config,delta,metric,delta_mean,delta_std,n_seeds,sign_pos,sign_neg,sign_p,n_near_tie,sign_p_robust
single,trm_mixer-ff_matched,accuracy,0.9922904282808304,1.575208800246526,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,mse,-0.9922904282808304,1.575208800246526,10,1,9,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,mae,-0.26722545027732847,0.2505121323911207,10,1,9,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,r2,1.2750227597934862,1.3716940762397378,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-trm_flat,accuracy,0.0696854829788208,0.09758067364772492,10,7,3,0.34375,0,0.34375
single,trm_mixer-trm_flat,mse,-0.0696854829788208,0.09758067364772492,10,3,7,0.34375,0,0.34375
single,trm_mixer-trm_flat,mae,-0.034624609351158145,0.0466007061792375,10,3,7,0.34375,0,0.34375
single,trm_mixer-trm_flat,r2,0.09911482545128042,0.1585620079451381,10,7,3,0.34375,0,0.34375
single,trm_mixer-untied_mixer_matched,accuracy,0.0321832150220871,0.09370925000261146,10,6,4,0.75390625,0,0.75390625
single,trm_mixer-untied_mixer_matched,mse,-0.0321832150220871,0.09370925000261146,10,4,6,0.75390625,0,0.75390625
single,trm_mixer-untied_mixer_matched,mae,0.0020952075719833374,0.04268580238315584,10,4,6,0.75390625,0,0.75390625
single,trm_mixer-untied_mixer_matched,r2,0.04707976839938184,0.14747942733637076,10,6,4,0.75390625,0,0.75390625
single,trm_mixer-untied_mixer,accuracy,0.01713603436946869,0.10216246019975128,10,6,4,0.75390625,0,0.75390625
single,trm_mixer-untied_mixer,mse,-0.01713603436946869,0.10216246019975128,10,4,6,0.75390625,0,0.75390625
single,trm_mixer-untied_mixer,mae,0.01651242673397064,0.053531045371445714,10,6,4,0.75390625,0,0.75390625
single,trm_mixer-untied_mixer,r2,0.022235687532733094,0.14558624997599554,10,6,4,0.75390625,0,0.75390625
single,untied_mixer_matched-ff_matched,accuracy,0.9601072132587433,1.5412919889646208,10,9,1,0.021484375,0,0.021484375
single,untied_mixer_matched-ff_matched,mse,-0.9601072132587433,1.5412919889646208,10,1,9,0.021484375,0,0.021484375
single,untied_mixer_matched-ff_matched,mae,-0.2693206578493118,0.23638401175378532,10,0,10,0.001953125,0,0.001953125
single,untied_mixer_matched-ff_matched,r2,1.2279429913941045,1.3257378165638691,10,9,1,0.021484375,0,0.021484375
single,trm_flat-ff_matched,accuracy,0.9226049453020095,1.5676453115987155,10,10,0,0.001953125,0,0.001953125
single,trm_flat-ff_matched,mse,-0.9226049453020095,1.5676453115987155,10,0,10,0.001953125,0,0.001953125
single,trm_flat-ff_matched,mae,-0.23260084092617034,0.2474383165326572,10,0,10,0.001953125,0,0.001953125
single,trm_flat-ff_matched,r2,1.1759079343422056,1.408544531064339,10,10,0,0.001953125,0,0.001953125
single,trm_flat-trm_decoupled,accuracy,444.31148920059206,1402.8671441761076,10,7,3,0.34375,0,0.34375
single,trm_flat-trm_decoupled,mse,-444.31148920059206,1402.8671441761076,10,3,7,0.34375,0,0.34375
single,trm_flat-trm_decoupled,mae,-4.275714591145515,13.066426822278272,10,2,8,0.109375,0,0.109375
single,trm_flat-trm_decoupled,r2,819.0824117036613,2587.957519797216,10,7,3,0.34375,0,0.34375
