config,arm,n_params,ref_params,ratio,role,within_tol
n_givens=20,trm,52440,52440,1.0000,reference,True
n_givens=20,ff_matched,52575,52440,1.0026,matched,True
n_givens=20,untied_matched,52425,52440,0.9997,matched,True
n_givens=20,trm_decoupled,52330,52440,0.9979,matched,True
n_givens=28,trm,52440,52440,1.0000,reference,True
n_givens=28,ff_matched,52575,52440,1.0026,matched,True
n_givens=28,untied_matched,52425,52440,0.9997,matched,True
n_givens=28,trm_decoupled,52330,52440,0.9979,matched,True
