config,arm,metric,mean,std,n_seeds
single,trm_stable,effective_rank,17.850831508636475,0.5536289026075791,8
single,trm_stable,participation_ratio,5.806632602197425,0.6925722701681974,8
single,trm_stable,n_dims,64.0,0.0,8
single,trm_stable,max_spectral_norm,3.758480340242386,0.08645194229675247,8
single,trm_stable,lipschitz_product,34.376433662201826,4.150879490503681,8
single,trm_stable,residual_at_trained,0.017200536327436566,0.0044295305406485295,8
single,trm_stable,residual_overunroll,0.005269020883133635,0.006916181071095818,8
single,trm_stable,acc_at_trained,0.7386610209941864,0.012333967060940094,8
single,trm_stable,acc_overunroll,0.7251519113779068,0.011224340976743123,8
single,trm_stable,acc_overunroll_drop,0.013509109616279602,0.008375838513383343,8
single,trm_stable,em_at_trained,0.11279296875,0.031210738450330767,8
single,trm_stable,em_overunroll,0.0869140625,0.02853358350846983,8
single,trm_stable,spectral_radius_mean,0.6097705004525321,0.03317418776908009,8
single,trm_stable,spectral_radius_max,0.8621277619791982,0.14277964061097076,8
single,trm_stable,operator_norm_mean,0.9078429896113639,0.04205516274419606,8
single,trm_stable,operator_norm_max,1.169249689203193,0.15813680951430226,8
single,trm_stable,frac_expanding,0.015625,0.04419417382415922,8
single,trm_stable,n_examples,8.0,0.0,8
single,trm_stable,za_alignment,0.9999392330646515,6.13405065265648e-05,8
single,trm_stable,readout_agreement,0.990234375,0.005524271728019903,8
single,trm_stable,n_inits,5.0,0.0,8
single,trm,effective_rank,25.197423219680786,1.156067848976574,8
single,trm,participation_ratio,6.417188868852467,0.8050365269556676,8
single,trm,n_dims,64.0,0.0,8
single,trm,max_spectral_norm,2.7933108508586884,0.0782788394418915,8
single,trm,lipschitz_product,9.973735684329398,0.48903438325269377,8
single,trm,residual_at_trained,0.5354938246309757,0.030980501017280983,8
single,trm,residual_overunroll,0.6081815212965012,0.04520201770735226,8
single,trm,acc_at_trained,0.8851996511220932,0.025525014126391025,8
single,trm,acc_overunroll,0.5153537280857563,0.014634128397702641,8
single,trm,acc_overunroll_drop,0.3698459230363369,0.023074649785948132,8
single,trm,em_at_trained,0.470703125,0.07310906801411748,8
single,trm,em_overunroll,0.005859375,0.006602767615066536,8
single,trm,spectral_radius_mean,1.7776616585677882,0.09537531868073232,8
single,trm,spectral_radius_max,2.133298692365032,0.1821089307791909,8
single,trm,operator_norm_mean,3.0617054409395514,0.10388076430601285,8
single,trm,operator_norm_max,3.325168758804527,0.16374470930069485,8
single,trm,frac_expanding,0.984375,0.04419417382415922,8
single,trm,n_examples,8.0,0.0,8
single,trm,za_alignment,0.3882826939225197,0.12312908277310165,8
single,trm,readout_agreement,0.01171875,0.015901570143722107,8
single,trm,n_inits,5.0,0.0,8
single,ff_matched,effective_rank,56.75080966949463,1.1911038522204314,8
single,ff_matched,participation_ratio,12.462918939976806,0.8470503463755166,8
single,ff_matched,n_dims,92.0,0.0,8
single,ff_matched,max_spectral_norm,6.446272909641266,0.1313874369253531,8
single,ff_matched,lipschitz_product,164.97318163832745,8.49868229702883,8
