config,delta,metric,delta_mean,delta_std,n_seeds,sign_pos,sign_neg,sign_p,n_near_tie,sign_p_robust
single,trm_mixer_nomix-trm_mixer_nomix_unsharedro,accuracy,0.07443199753761291,0.18035430546279943,10,7,3,0.34375,0,0.34375
single,trm_mixer_nomix-trm_mixer_nomix_unsharedro,mse,-0.07443199753761291,0.18035430546279943,10,3,7,0.34375,0,0.34375
single,trm_mixer_nomix-trm_mixer_nomix_unsharedro,mae,-0.0388886958360672,0.0601563517572866,10,2,8,0.109375,0,0.109375
single,trm_mixer_nomix-trm_mixer_nomix_unsharedro,r2,0.07042394244921289,0.17797012576037108,10,7,3,0.34375,0,0.34375
single,trm_mixer-trm_mixer_unsharedro,accuracy,0.00961643159389496,0.07342345043617265,10,4,6,0.75390625,0,0.75390625
single,trm_mixer-trm_mixer_unsharedro,mse,-0.00961643159389496,0.07342345043617265,10,6,4,0.75390625,0,0.75390625
single,trm_mixer-trm_mixer_unsharedro,mae,-0.00523364245891571,0.03115259727826234,10,6,4,0.75390625,1,0.5078125
single,trm_mixer-trm_mixer_unsharedro,r2,0.01524803016300541,0.09656489590957881,10,4,6,0.75390625,0,0.75390625
single,trm_mixer-trm_mixer_nomix,accuracy,-0.028545621037483215,0.07033710750497789,10,2,8,0.109375,1,0.1796875
single,trm_mixer-trm_mixer_nomix,mse,0.028545621037483215,0.07033710750497789,10,8,2,0.109375,1,0.1796875
single,trm_mixer-trm_mixer_nomix,mae,0.0249720424413681,0.04937976437264544,10,7,3,0.34375,0,0.34375
single,trm_mixer-trm_mixer_nomix,r2,-0.03384536145843122,0.07586690478815106,10,2,8,0.109375,1,0.1796875
single,trm_mixer_unsharedro-trm_mixer_nomix_unsharedro,accuracy,0.03626994490623474,0.26131422616997035,10,4,6,0.75390625,0,0.75390625
single,trm_mixer_unsharedro-trm_mixer_nomix_unsharedro,mse,-0.03626994490623474,0.26131422616997035,10,6,4,0.75390625,0,0.75390625
single,trm_mixer_unsharedro-trm_mixer_nomix_unsharedro,mae,-0.008683010935783386,0.10509485148701936,10,6,4,0.75390625,0,0.75390625
single,trm_mixer_unsharedro-trm_mixer_nomix_unsharedro,r2,0.02133055082777626,0.28039348064533054,10,4,6,0.75390625,0,0.75390625
single,trm_mixer_nomix-trm_mixer_nomix_distinctw,accuracy,0.09359386265277862,0.14424365792376967,10,8,2,0.109375,0,0.109375
single,trm_mixer_nomix-trm_mixer_nomix_distinctw,mse,-0.09359386265277862,0.14424365792376967,10,2,8,0.109375,0,0.109375
single,trm_mixer_nomix-trm_mixer_nomix_distinctw,mae,-0.046859940886497496,0.047876899041626356,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-trm_mixer_nomix_distinctw,r2,0.09119425234828013,0.14241907787467162,10,8,2,0.109375,0,0.109375
single,trm_mixer_nomix-ff_matched,accuracy,0.18076667785644532,0.1351726489626147,10,10,0,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,mse,-0.18076667785644532,0.1351726489626147,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,mae,-0.11642026305198669,0.07874148910311474,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,r2,0.1918573542765536,0.15835376186839425,10,10,0,0.001953125,0,0.001953125
single,trm_mixer_nomix_unsharedro-ff_matched,accuracy,0.10633468031883239,0.24453358694542368,10,8,2,0.109375,0,0.109375
single,trm_mixer_nomix_unsharedro-ff_matched,mse,-0.10633468031883239,0.24453358694542368,10,2,8,0.109375,0,0.109375
single,trm_mixer_nomix_unsharedro-ff_matched,mae,-0.0775315672159195,0.10028116947815817,10,2,8,0.109375,0,0.109375
single,trm_mixer_nomix_unsharedro-ff_matched,r2,0.12143341182734071,0.26414837668630614,10,8,2,0.109375,0,0.109375
single,trm_mixer-ff_matched,accuracy,0.15222105681896209,0.14291164478347337,10,10,0,0.001953125,0,0.001953125
single,trm_mixer-ff_matched,mse,-0.15222105681896209,0.14291164478347337,10,0,10,0.001953125,0,0.001953125
single,trm_mixer-ff_matched,mae,-0.0914482206106186,0.07466674390235604,10,0,10,0.001953125,0,0.001953125
single,trm_mixer-ff_matched,r2,0.15801199281812237,0.15588932536397831,10,10,0,0.001953125,0,0.001953125
single,trm_flat-ff_matched,accuracy,0.057530051469802855,0.08496748875626073,10,7,3,0.34375,0,0.34375
single,trm_flat-ff_matched,mse,-0.057530051469802855,0.08496748875626073,10,3,7,0.34375,0,0.34375
single,trm_flat-ff_matched,mae,-0.030384162068367006,0.03661734566468802,10,1,9,0.021484375,0,0.021484375
single,trm_flat-ff_matched,r2,0.057063309732004755,0.09074830359758702,10,7,3,0.34375,0,0.34375
