config,arm,n_params,ref_params,ratio,role,within_tol
single,trm_mixer,27970,28992,0.9647,matched,True
single,trm_flat,28992,28992,1.0000,reference,True
single,trm_decoupled,29034,28992,1.0014,matched,True
single,untied_matched,27882,28992,0.9617,matched,True
single,ff_matched,28792,28992,0.9931,matched,True
