config,arm,metric,mean,std,n_seeds
single,trm_mixer_stable_3e-1,operator_norm_max,1.026485760831976,0.3806058614536344,8
single,trm_mixer_stable_3e-1,frac_expanding,0.015625,0.04419417382415922,8
single,trm_mixer_stable_3e-1,n_examples,8.0,0.0,8
single,trm_mixer_stable_3e-1,za_alignment,0.9997800216078758,0.0002724715565043317,8
single,trm_mixer_stable_3e-1,readout_agreement,0.86181640625,0.12982353390144483,8
single,trm_mixer_stable_3e-1,n_inits,5.0,0.0,8
single,ff_matched,effective_rank,41.827638149261475,1.998855858355402,8
single,ff_matched,participation_ratio,11.729376100788402,0.40011593794217043,8
single,ff_matched,n_dims,95.0,0.0,8
single,ff_matched,max_spectral_norm,6.351747155189514,0.1756385272184409,8
single,ff_matched,lipschitz_product,91.9518544503577,3.7927509454386454,8
