config,arm,metric,mean,std,n_seeds
single,trm,effective_rank,28.567470932006835,0.6633987994643298,5
single,trm,participation_ratio,7.030728012656215,1.0038017568690147,5
single,trm,n_dims,64.0,0.0,5
single,trm,max_spectral_norm,3.8984004974365236,0.12481752356752038,5
single,trm,lipschitz_product,27.197559253774592,2.1837879742242885,5
single,trm,residual_at_trained,1.2894177198410035,0.12607298445024676,5
single,trm,residual_overunroll,1.749323844909668,0.4218124570111341,5
single,trm,acc_at_trained,0.9714409708976746,0.008709821243606393,5
single,trm,acc_overunroll,0.5105902910232544,0.004589220562854784,5
single,trm,acc_overunroll_drop,0.4608506798744202,0.009466395695021878,5
single,trm,em_at_trained,0.81796875,0.05771476113044002,5
single,trm,em_overunroll,0.003125,0.0032682032286487327,5
single,trm,spectral_radius_mean,2.947732387592233,0.5396953710517134,5
single,trm,spectral_radius_max,4.237485247961378,0.7180662394147256,5
single,trm,operator_norm_mean,5.677171782502555,0.6397994331792262,5
single,trm,operator_norm_max,6.7963385550148505,0.17400300898437202,5
single,trm,frac_expanding,1.0,0.0,5
single,trm,n_examples,8.0,0.0,5
single,trm,za_alignment,0.43089733123779295,0.11966866862761555,5
single,trm,readout_agreement,0.00078125,0.001746928107421711,5
single,trm,n_inits,5.0,0.0,5
single,trm_decoupled,effective_rank,54.31933822631836,6.168956175951539,5
single,trm_decoupled,participation_ratio,4.227083944268363,1.4787826978758631,5
single,trm_decoupled,n_dims,621.0,0.0,5
single,trm_decoupled,max_spectral_norm,3.979036283493042,0.1280083076450894,5
single,trm_decoupled,lipschitz_product,29.772451361369765,2.833974364862339,5
single,trm_decoupled,residual_at_trained,1.8139407157897949,0.3556124801154476,5
single,trm_decoupled,residual_overunroll,2.2056236743927,0.5621968338716989,5
single,trm_decoupled,acc_at_trained,0.9465277791023254,0.012644284861851696,5
single,trm_decoupled,acc_overunroll,0.5120659828186035,0.01377790106238248,5
single,trm_decoupled,acc_overunroll_drop,0.43446179628372195,0.020871712176137105,5
single,trm_decoupled,em_at_trained,0.63671875,0.07549276597690503,5
single,trm_decoupled,em_overunroll,0.00546875,0.00810017240364364,5
single,trm_decoupled,spectral_radius_mean,3.6114643695155464,0.3959594485913542,5
single,trm_decoupled,spectral_radius_max,3.987425418953825,0.31182926752544543,5
single,trm_decoupled,operator_norm_mean,6.876300037983102,0.7078925575588272,5
single,trm_decoupled,operator_norm_max,7.4165845676157955,1.2367071857121308,5
single,trm_decoupled,frac_expanding,1.0,0.0,5
single,trm_decoupled,n_examples,8.0,0.0,5
single,trm_decoupled,za_alignment,0.31932671666145324,0.1579220703974271,5
single,trm_decoupled,readout_agreement,0.215625,0.4390788336597072,5
single,trm_decoupled,n_inits,5.0,0.0,5
single,ff_matched,effective_rank,57.59963684082031,0.9190549066198748,5
single,ff_matched,participation_ratio,12.836263020041319,0.9124188327793507,5
single,ff_matched,n_dims,92.0,0.0,5
single,ff_matched,max_spectral_norm,7.237381935119629,0.31774129110178617,5
single,ff_matched,lipschitz_product,232.97267993999975,12.538923991399646,5
single,untied_matched,effective_rank,15.787465667724609,1.592462834505474,5
single,untied_matched,participation_ratio,5.21402176110414,1.9616379736456413,5
single,untied_matched,n_dims,27.0,0.0,5
single,untied_matched,max_spectral_norm,3.1376734733581544,0.08737193572494303,5
single,untied_matched,lipschitz_product,49187.1153109462,10780.48539907226,5
