T_test,R_test,arm,metric,mean,std
4,0,baseline,accuracy,0.5046888888888889,0.003956484840209722
4,4,trm_prog_step,accuracy,0.7586888888888889,0.020302702422376636
4,4,trm_prog_step,exact_match,0.14629999999999999,0.028229417280560363
4,4,trm_prog_final,accuracy,0.6636333333333333,0.021822896698233805
4,4,trm_prog_final,exact_match,0.0467,0.012018966492821068
4,4,trm_stepDS,accuracy,0.8404111111111112,0.02496560322338058
4,4,trm_stepDS,exact_match,0.2899,0.06783222767321674
4,4,trm_nods,accuracy,0.675,0.01817224401869227
4,4,trm_nods,exact_match,0.044199999999999996,0.013231276078544605
4,4,ff_matched,accuracy,0.5166111111111112,0.008767731397265503
4,4,ff_matched,exact_match,0.0039000000000000007,0.0026436506745197803
4,4,untied_matched,accuracy,0.5032777777777777,0.00947558410344759
4,4,untied_matched,exact_match,0.0007,0.0009486832980505138
4,8,trm_prog_step,accuracy,0.4883222222222222,0.008640900285869684
4,8,trm_prog_step,exact_match,0.003,0.002309401076758503
4,8,trm_prog_final,accuracy,0.4912333333333333,0.012858035656070655
4,8,trm_prog_final,exact_match,0.0012000000000000001,0.0013165611772087667
4,8,trm_stepDS,accuracy,0.49143333333333344,0.009601161623821833
4,8,trm_stepDS,exact_match,0.0015,0.002758824226207808
4,8,trm_nods,accuracy,0.49204444444444445,0.01048052606560362
4,8,trm_nods,exact_match,0.001,0.00149071198499986
4,8,ff_matched,accuracy,0.5166111111111112,0.008767731397265503
4,8,ff_matched,exact_match,0.0039000000000000007,0.0026436506745197803
4,8,untied_matched,accuracy,0.5032777777777777,0.00947558410344759
4,8,untied_matched,exact_match,0.0007,0.0009486832980505138
4,12,trm_prog_step,accuracy,0.49610000000000004,0.005915836318016554
4,12,trm_prog_step,exact_match,0.0017000000000000001,0.0018287822299126939
4,12,trm_prog_final,accuracy,0.4691333333333333,0.010061648109957654
4,12,trm_prog_final,exact_match,0.0009000000000000001,0.000994428926011753
4,12,trm_stepDS,accuracy,0.4983555555555556,0.005473918706761218
4,12,trm_stepDS,exact_match,0.0028,0.002250925735484551
4,12,trm_nods,accuracy,0.46390000000000003,0.009042871522764725
4,12,trm_nods,exact_match,0.0004,0.0006992058987801011
4,12,ff_matched,accuracy,0.5166111111111112,0.008767731397265503
4,12,ff_matched,exact_match,0.0039000000000000007,0.0026436506745197803
4,12,untied_matched,accuracy,0.5032777777777777,0.00947558410344759
4,12,untied_matched,exact_match,0.0007,0.0009486832980505138
4,16,trm_prog_step,accuracy,0.5033333333333333,0.006015298283798799
4,16,trm_prog_step,exact_match,0.0012000000000000001,0.0016865480854231355
4,16,trm_prog_final,accuracy,0.5264111111111112,0.01700068989159332
4,16,trm_prog_final,exact_match,0.0032,0.0026997942308422114
4,16,trm_stepDS,accuracy,0.5025111111111111,0.006428929813425663
4,16,trm_stepDS,exact_match,0.0023,0.0021108186931983416
4,16,trm_nods,accuracy,0.5245555555555554,0.010812785197678657
4,16,trm_nods,exact_match,0.0032,0.0032930904093942583
4,16,ff_matched,accuracy,0.5166111111111112,0.008767731397265503
4,16,ff_matched,exact_match,0.0039000000000000007,0.0026436506745197803
4,16,untied_matched,accuracy,0.5032777777777777,0.00947558410344759
4,16,untied_matched,exact_match,0.0007,0.0009486832980505138
8,0,baseline,accuracy,0.5075,0.006323741925012142
8,4,trm_prog_step,accuracy,0.4912111111111111,0.006612215905198111
8,4,trm_prog_step,exact_match,0.0019,0.0026436506745197803
8,4,trm_prog_final,accuracy,0.5070888888888888,0.009302978268485999
8,4,trm_prog_final,exact_match,0.0020000000000000005,0.0017638342073763938
8,4,trm_stepDS,accuracy,0.48242222222222225,0.010233059204649952
8,4,trm_stepDS,exact_match,0.0021999999999999997,0.003392802839999859
8,4,trm_nods,accuracy,0.5070111111111111,0.007279346735036645
8,4,trm_nods,exact_match,0.003,0.002748737083745107
8,4,ff_matched,accuracy,0.5426444444444444,0.004502338974513877
8,4,ff_matched,exact_match,0.0038000000000000004,0.0026583202716502514
8,4,untied_matched,accuracy,0.5921777777777779,0.006734266324962812
8,4,untied_matched,exact_match,0.0068000000000000005,0.0019321835661585919
8,8,trm_prog_step,accuracy,0.5461777777777778,0.00722121550438486
8,8,trm_prog_step,exact_match,0.0099,0.004677368680976279
8,8,trm_prog_final,accuracy,0.5936888888888889,0.009686413773785539
8,8,trm_prog_final,exact_match,0.0182,0.005827139568909909
8,8,trm_stepDS,accuracy,0.586088888888889,0.0100268227375998
8,8,trm_stepDS,exact_match,0.020100000000000003,0.00811651266109884
8,8,trm_nods,accuracy,0.6449222222222223,0.009496089730231545
8,8,trm_nods,exact_match,0.0335,0.009454569735788556
8,8,ff_matched,accuracy,0.5426444444444444,0.004502338974513877
8,8,ff_matched,exact_match,0.0038000000000000004,0.0026583202716502514
8,8,untied_matched,accuracy,0.5921777777777779,0.006734266324962812
8,8,untied_matched,exact_match,0.0068000000000000005,0.0019321835661585919
8,12,trm_prog_step,accuracy,0.5025555555555556,0.009299763260848035
8,12,trm_prog_step,exact_match,0.0023000000000000004,0.001946506842754191
8,12,trm_prog_final,accuracy,0.5150111111111112,0.010756622995699204
8,12,trm_prog_final,exact_match,0.0012000000000000001,0.0010327955589886444
8,12,trm_stepDS,accuracy,0.4993666666666667,0.004552709137846077
8,12,trm_stepDS,exact_match,0.0018000000000000002,0.0018135294011647257
8,12,trm_nods,accuracy,0.5115555555555555,0.012164171907256998
8,12,trm_nods,exact_match,0.0010999999999999998,0.001286683937707919
8,12,ff_matched,accuracy,0.5426444444444444,0.004502338974513877
8,12,ff_matched,exact_match,0.0038000000000000004,0.0026583202716502514
8,12,untied_matched,accuracy,0.5921777777777779,0.006734266324962812
8,12,untied_matched,exact_match,0.0068000000000000005,0.0019321835661585919
8,16,trm_prog_step,accuracy,0.5013,0.008700322432257322
8,16,trm_prog_step,exact_match,0.0018000000000000002,0.0014757295747452436
8,16,trm_prog_final,accuracy,0.4926666666666667,0.009749256944707973
8,16,trm_prog_final,exact_match,0.0016,0.0019550504398153576
8,16,trm_stepDS,accuracy,0.49738888888888894,0.008333950594423272
8,16,trm_stepDS,exact_match,0.0023000000000000004,0.0014944341180973264
8,16,trm_nods,accuracy,0.4783444444444444,0.015218162024974682
8,16,trm_nods,exact_match,0.0016,0.0020655911179772893
8,16,ff_matched,accuracy,0.5426444444444444,0.004502338974513877
8,16,ff_matched,exact_match,0.0038000000000000004,0.0026583202716502514
8,16,untied_matched,accuracy,0.5921777777777779,0.006734266324962812
8,16,untied_matched,exact_match,0.0068000000000000005,0.0019321835661585919
12,0,baseline,accuracy,0.5079333333333332,0.0051504657719509605
12,4,trm_prog_step,accuracy,0.48968888888888884,0.01001669388464083
12,4,trm_prog_step,exact_match,0.0008,0.0009189365834726815
12,4,trm_prog_final,accuracy,0.4920555555555556,0.00780862489628738
12,4,trm_prog_final,exact_match,0.001,0.0012472191289246471
12,4,trm_stepDS,accuracy,0.488988888888889,0.006362495132200125
12,4,trm_stepDS,exact_match,0.0026,0.0033399933466334263
12,4,trm_nods,accuracy,0.48968888888888895,0.009368657433831331
12,4,trm_nods,exact_match,0.0021000000000000003,0.0026436506745197803
12,4,ff_matched,accuracy,0.5203222222222221,0.005307150235427598
12,4,ff_matched,exact_match,0.0045000000000000005,0.00291547594742265
12,4,untied_matched,accuracy,0.5241666666666667,0.008095494860540465
12,4,untied_matched,exact_match,0.0044,0.0028362729848243526
12,8,trm_prog_step,accuracy,0.5011444444444444,0.008565258246779199
12,8,trm_prog_step,exact_match,0.0009000000000000001,0.0008755950357709131
12,8,trm_prog_final,accuracy,0.5103222222222222,0.010065280748355191
12,8,trm_prog_final,exact_match,0.0020000000000000005,0.0014907119849998597
12,8,trm_stepDS,accuracy,0.4941888888888889,0.007400747005635753
12,8,trm_stepDS,exact_match,0.0026000000000000003,0.0019550504398153576
12,8,trm_nods,accuracy,0.4975333333333333,0.007406259170263978
12,8,trm_nods,exact_match,0.0023,0.003093002855909879
12,8,ff_matched,accuracy,0.5203222222222221,0.005307150235427598
12,8,ff_matched,exact_match,0.0045000000000000005,0.00291547594742265
12,8,untied_matched,accuracy,0.5241666666666667,0.008095494860540465
12,8,untied_matched,exact_match,0.0044,0.0028362729848243526
12,12,trm_prog_step,accuracy,0.5069888888888889,0.006318360034484999
12,12,trm_prog_step,exact_match,0.0020000000000000005,0.001885618083164127
12,12,trm_prog_final,accuracy,0.5195111111111113,0.009843521958840945
12,12,trm_prog_final,exact_match,0.0035000000000000005,0.00190029237516523
12,12,trm_stepDS,accuracy,0.5090888888888889,0.006417311976530003
12,12,trm_stepDS,exact_match,0.0021000000000000003,0.001728840330651992
12,12,trm_nods,accuracy,0.5237222222222223,0.009695819528215811
12,12,trm_nods,exact_match,0.0021,0.0019119507199599982
12,12,ff_matched,accuracy,0.5203222222222221,0.005307150235427598
12,12,ff_matched,exact_match,0.0045000000000000005,0.00291547594742265
12,12,untied_matched,accuracy,0.5241666666666667,0.008095494860540465
12,12,untied_matched,exact_match,0.0044,0.0028362729848243526
12,16,trm_prog_step,accuracy,0.5037111111111111,0.005498023089030926
12,16,trm_prog_step,exact_match,0.002,0.002309401076758503
12,16,trm_prog_final,accuracy,0.5026777777777778,0.005488096608987021
12,16,trm_prog_final,exact_match,0.0018000000000000002,0.001398411797560202
12,16,trm_stepDS,accuracy,0.5017777777777778,0.0046675484175799035
12,16,trm_stepDS,exact_match,0.0016,0.001505545305418162
12,16,trm_nods,accuracy,0.5032222222222222,0.007237306185525478
12,16,trm_nods,exact_match,0.0016,0.0018378731669453628
12,16,ff_matched,accuracy,0.5203222222222221,0.005307150235427598
12,16,ff_matched,exact_match,0.0045000000000000005,0.00291547594742265
12,16,untied_matched,accuracy,0.5241666666666667,0.008095494860540465
12,16,untied_matched,exact_match,0.0044,0.0028362729848243526
16,0,baseline,accuracy,0.5041333333333332,0.0035550925624478467
16,4,trm_prog_step,accuracy,0.516,0.010684398841339784
16,4,trm_prog_step,exact_match,0.0039,0.0032472210341220145
16,4,trm_prog_final,accuracy,0.4908555555555556,0.0040985962333067475
16,4,trm_prog_final,exact_match,0.0012000000000000001,0.0012292725943057184
16,4,trm_stepDS,accuracy,0.5313222222222223,0.006143338145221157
16,4,trm_stepDS,exact_match,0.0073999999999999995,0.0034058772731852802
16,4,trm_nods,accuracy,0.4923111111111111,0.008720283656553517
16,4,trm_nods,exact_match,0.0014,0.0015776212754932308
16,4,ff_matched,accuracy,0.5303222222222221,0.00864137652246551
16,4,ff_matched,exact_match,0.0071,0.0045570458267025
16,4,untied_matched,accuracy,0.5135888888888889,0.007090450309868043
16,4,untied_matched,exact_match,0.0017000000000000001,0.0014944341180973262
16,8,trm_prog_step,accuracy,0.49876666666666675,0.01132127778079176
16,8,trm_prog_step,exact_match,0.001,0.001414213562373095
16,8,trm_prog_final,accuracy,0.5043888888888889,0.009443536630298602
