T_test,R_test,delta,delta_mean,delta_std,sign_pos,sign_neg,sign_p
12,16,trm_prog_step-trm_nods,-0.00017777777777777115,0.009454852652639685,3,7,0.34375
12,16,trm_prog_step-untied_matched,-0.02112222222222223,0.011069731590060973,0,10,0.001953125
16,4,trm_prog_final-trm_nods,-0.0007777777777777717,0.008864627383917087,5,5,1.0
16,4,trm_prog_step-trm_stepDS,-0.0031444444444444497,0.012356173934254595,4,6,0.75390625
16,4,trm_prog_step-trm_prog_final,0.03664444444444444,0.00541597494791919,10,0,0.001953125
16,4,trm_prog_step-trm_nods,0.035866666666666665,0.007078784547657424,10,0,0.001953125
16,4,trm_prog_step-untied_matched,0.014588888888888884,0.008260513108612448,9,1,0.021484375
16,8,trm_prog_final-trm_nods,-0.005122222222222217,0.012724736934064772,5,5,1.0
16,8,trm_prog_step-trm_stepDS,0.006711111111111112,0.011650276552879474,7,3,0.34375
16,8,trm_prog_step-trm_prog_final,0.007933333333333325,0.016603848695263358,6,4,0.75390625
16,8,trm_prog_step-trm_nods,0.002811111111111109,0.010270691584510888,6,4,0.75390625
16,8,trm_prog_step-untied_matched,-0.01002222222222222,0.008528946917886176,2,8,0.109375
16,12,trm_prog_final-trm_nods,-0.001288888888888884,0.011953522246664737,5,5,1.0
16,12,trm_prog_step-trm_stepDS,0.004133333333333339,0.007073938334939699,6,4,0.75390625
16,12,trm_prog_step-trm_prog_final,-0.01887777777777778,0.010412539923300212,0,10,0.001953125
16,12,trm_prog_step-trm_nods,-0.020166666666666666,0.012266054958804033,1,9,0.021484375
16,12,trm_prog_step-untied_matched,-0.010544444444444434,0.010618906709177577,3,7,0.34375
16,16,trm_prog_final-trm_nods,-0.0018333333333333257,0.010246114054781633,5,5,1.0
16,16,trm_prog_step-trm_stepDS,0.0020222222222222143,0.008740395473406796,5,5,1.0
16,16,trm_prog_step-trm_prog_final,-0.009055555555555567,0.012983502246691713,2,8,0.109375
16,16,trm_prog_step-trm_nods,-0.010888888888888892,0.011138607951877268,2,8,0.109375
16,16,trm_prog_step-untied_matched,-0.012566666666666665,0.01047244080722849,2,8,0.109375
