config,delta,metric,delta_mean,delta_std,n_seeds,sign_pos,sign_neg,sign_p,n_near_tie,sign_p_robust
single,trm_mixer-trm_mixer_nomix,accuracy,-0.13888055086135864,0.08802492743994109,10,1,9,0.021484375,0,0.021484375
single,trm_mixer-trm_mixer_nomix,mse,0.13888055086135864,0.08802492743994109,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-trm_mixer_nomix,mae,0.07483220994472503,0.055438794307979794,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-trm_mixer_nomix,r2,-0.241014832556968,0.16760667832844048,10,1,9,0.021484375,0,0.021484375
single,trm_mixer_nomix-ff_matched,accuracy,0.5909246742725373,0.47511285863029235,10,10,0,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,mse,-0.5909246742725373,0.47511285863029235,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,mae,-0.2638662546873093,0.13604923623007492,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,r2,0.8423538132678795,0.34914450352902504,10,10,0,0.001953125,0,0.001953125
single,trm_mixer-ff_matched,accuracy,0.4520441234111786,0.47524687488558526,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,mse,-0.4520441234111786,0.47524687488558526,10,1,9,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,mae,-0.18903404474258423,0.14776817391465966,10,1,9,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,r2,0.6013389807109114,0.39292536608356626,10,9,1,0.021484375,0,0.021484375
single,trm_flat-ff_matched,accuracy,0.4240243941545486,0.4941932788884146,10,9,1,0.021484375,0,0.021484375
single,trm_flat-ff_matched,mse,-0.4240243941545486,0.4941932788884146,10,1,9,0.021484375,0,0.021484375
single,trm_flat-ff_matched,mae,-0.15153586864471436,0.1406577612310545,10,0,10,0.001953125,0,0.001953125
single,trm_flat-ff_matched,r2,0.5577706085455469,0.42488765987109606,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-trm_flat,accuracy,0.028019729256629943,0.11079671586260952,10,5,5,1.0,0,1.0
single,trm_mixer-trm_flat,mse,-0.028019729256629943,0.11079671586260952,10,5,5,1.0,0,1.0
single,trm_mixer-trm_flat,mae,-0.03749817609786987,0.0554280034150259,10,2,8,0.109375,1,0.0390625
single,trm_mixer-trm_flat,r2,0.043568372165364466,0.20640391100066485,10,5,5,1.0,0,1.0
