T_test,R_test,arm,metric,mean,std
4,4,trm_ds,accuracy,1.0,0.0
4,4,trm_ds,exact_match,1.0,0.0
4,4,trm_nods,accuracy,1.0,0.0
4,4,trm_nods,exact_match,1.0,0.0
4,4,ff_matched,accuracy,1.0,0.0
4,4,ff_matched,exact_match,1.0,0.0
4,6,trm_ds,accuracy,1.0,0.0
4,6,trm_ds,exact_match,1.0,0.0
4,6,trm_nods,accuracy,1.0,0.0
4,6,trm_nods,exact_match,1.0,0.0
4,6,ff_matched,accuracy,1.0,0.0
4,6,ff_matched,exact_match,1.0,0.0
4,8,trm_ds,accuracy,1.0,0.0
4,8,trm_ds,exact_match,1.0,0.0
4,8,trm_nods,accuracy,1.0,0.0
4,8,trm_nods,exact_match,1.0,0.0
4,8,ff_matched,accuracy,1.0,0.0
4,8,ff_matched,exact_match,1.0,0.0
4,10,trm_ds,accuracy,1.0,0.0
4,10,trm_ds,exact_match,1.0,0.0
4,10,trm_nods,accuracy,1.0,0.0
4,10,trm_nods,exact_match,1.0,0.0
4,10,ff_matched,accuracy,1.0,0.0
4,10,ff_matched,exact_match,1.0,0.0
4,12,trm_ds,accuracy,1.0,0.0
4,12,trm_ds,exact_match,1.0,0.0
4,12,trm_nods,accuracy,1.0,0.0
4,12,trm_nods,exact_match,1.0,0.0
4,12,ff_matched,accuracy,1.0,0.0
4,12,ff_matched,exact_match,1.0,0.0
6,4,trm_ds,accuracy,1.0,0.0
6,4,trm_ds,exact_match,1.0,0.0
6,4,trm_nods,accuracy,1.0,0.0
6,4,trm_nods,exact_match,1.0,0.0
6,4,ff_matched,accuracy,1.0,0.0
6,4,ff_matched,exact_match,1.0,0.0
6,6,trm_ds,accuracy,1.0,0.0
6,6,trm_ds,exact_match,1.0,0.0
6,6,trm_nods,accuracy,1.0,0.0
6,6,trm_nods,exact_match,1.0,0.0
6,6,ff_matched,accuracy,1.0,0.0
6,6,ff_matched,exact_match,1.0,0.0
6,8,trm_ds,accuracy,1.0,0.0
6,8,trm_ds,exact_match,1.0,0.0
6,8,trm_nods,accuracy,1.0,0.0
6,8,trm_nods,exact_match,1.0,0.0
6,8,ff_matched,accuracy,1.0,0.0
6,8,ff_matched,exact_match,1.0,0.0
6,10,trm_ds,accuracy,1.0,0.0
6,10,trm_ds,exact_match,1.0,0.0
6,10,trm_nods,accuracy,1.0,0.0
6,10,trm_nods,exact_match,1.0,0.0
6,10,ff_matched,accuracy,1.0,0.0
6,10,ff_matched,exact_match,1.0,0.0
6,12,trm_ds,accuracy,1.0,0.0
6,12,trm_ds,exact_match,1.0,0.0
6,12,trm_nods,accuracy,1.0,0.0
6,12,trm_nods,exact_match,1.0,0.0
6,12,ff_matched,accuracy,1.0,0.0
6,12,ff_matched,exact_match,1.0,0.0
8,4,trm_ds,accuracy,1.0,0.0
8,4,trm_ds,exact_match,1.0,0.0
8,4,trm_nods,accuracy,1.0,0.0
8,4,trm_nods,exact_match,1.0,0.0
8,4,ff_matched,accuracy,1.0,0.0
8,4,ff_matched,exact_match,1.0,0.0
8,6,trm_ds,accuracy,1.0,0.0
8,6,trm_ds,exact_match,1.0,0.0
8,6,trm_nods,accuracy,1.0,0.0
8,6,trm_nods,exact_match,1.0,0.0
8,6,ff_matched,accuracy,1.0,0.0
8,6,ff_matched,exact_match,1.0,0.0
8,8,trm_ds,accuracy,1.0,0.0
8,8,trm_ds,exact_match,1.0,0.0
8,8,trm_nods,accuracy,1.0,0.0
8,8,trm_nods,exact_match,1.0,0.0
8,8,ff_matched,accuracy,1.0,0.0
8,8,ff_matched,exact_match,1.0,0.0
8,10,trm_ds,accuracy,1.0,0.0
8,10,trm_ds,exact_match,1.0,0.0
8,10,trm_nods,accuracy,1.0,0.0
8,10,trm_nods,exact_match,1.0,0.0
8,10,ff_matched,accuracy,1.0,0.0
8,10,ff_matched,exact_match,1.0,0.0
8,12,trm_ds,accuracy,1.0,0.0
8,12,trm_ds,exact_match,1.0,0.0
8,12,trm_nods,accuracy,1.0,0.0
8,12,trm_nods,exact_match,1.0,0.0
8,12,ff_matched,accuracy,1.0,0.0
8,12,ff_matched,exact_match,1.0,0.0
10,4,trm_ds,accuracy,1.0,0.0
10,4,trm_ds,exact_match,1.0,0.0
10,4,trm_nods,accuracy,1.0,0.0
10,4,trm_nods,exact_match,1.0,0.0
10,4,ff_matched,accuracy,1.0,0.0
10,4,ff_matched,exact_match,1.0,0.0
10,6,trm_ds,accuracy,1.0,0.0
10,6,trm_ds,exact_match,1.0,0.0
10,6,trm_nods,accuracy,1.0,0.0
10,6,trm_nods,exact_match,1.0,0.0
10,6,ff_matched,accuracy,1.0,0.0
10,6,ff_matched,exact_match,1.0,0.0
10,8,trm_ds,accuracy,1.0,0.0
10,8,trm_ds,exact_match,1.0,0.0
10,8,trm_nods,accuracy,1.0,0.0
10,8,trm_nods,exact_match,1.0,0.0
10,8,ff_matched,accuracy,1.0,0.0
10,8,ff_matched,exact_match,1.0,0.0
10,10,trm_ds,accuracy,1.0,0.0
10,10,trm_ds,exact_match,1.0,0.0
10,10,trm_nods,accuracy,1.0,0.0
10,10,trm_nods,exact_match,1.0,0.0
10,10,ff_matched,accuracy,1.0,0.0
10,10,ff_matched,exact_match,1.0,0.0
10,12,trm_ds,accuracy,1.0,0.0
10,12,trm_ds,exact_match,1.0,0.0
10,12,trm_nods,accuracy,1.0,0.0
10,12,trm_nods,exact_match,1.0,0.0
10,12,ff_matched,accuracy,1.0,0.0
10,12,ff_matched,exact_match,1.0,0.0
