config,delta,metric,delta_mean,delta_std,n_seeds,sign_pos,sign_neg,sign_p,n_near_tie,sign_p_robust
single,trm_mixer-trm_mixer_nomix,accuracy,-0.09621351808309556,0.07676380420085274,10,0,10,0.001953125,0,0.001953125
single,trm_mixer-trm_mixer_nomix,mse,0.09621351808309556,0.07676380420085274,10,10,0,0.001953125,0,0.001953125
single,trm_mixer-trm_mixer_nomix,mae,0.046409718692302704,0.03942444599158023,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-trm_mixer_nomix,r2,-0.18038543265720905,0.17321542603995327,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,accuracy,0.4390909269452095,0.36838489199677293,10,10,0,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,mse,-0.4390909269452095,0.36838489199677293,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,mae,-0.21815741211175918,0.13168968996407696,10,0,10,0.001953125,0,0.001953125
single,trm_mixer_nomix-ff_matched,r2,0.6525197476617087,0.43925621687097527,10,10,0,0.001953125,0,0.001953125
single,trm_mixer-ff_matched,accuracy,0.34287740886211393,0.3698621660154471,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,mse,-0.34287740886211393,0.3698621660154471,10,1,9,0.021484375,0,0.021484375
single,trm_mixer-ff_matched,mae,-0.17174769341945648,0.13806629753072056,10,0,10,0.001953125,0,0.001953125
single,trm_mixer-ff_matched,r2,0.4721343150044996,0.45237194166524425,10,9,1,0.021484375,0,0.021484375
single,trm_flat-ff_matched,accuracy,0.2507151260972023,0.30007306029551656,10,9,1,0.021484375,0,0.021484375
single,trm_flat-ff_matched,mse,-0.2507151260972023,0.30007306029551656,10,1,9,0.021484375,0,0.021484375
single,trm_flat-ff_matched,mae,-0.09448657482862473,0.09514609540903644,10,1,9,0.021484375,1,0.00390625
single,trm_flat-ff_matched,r2,0.3523513158414876,0.37436191507015404,10,9,1,0.021484375,0,0.021484375
single,trm_mixer-trm_flat,accuracy,0.09216228276491165,0.14913252694961981,10,8,2,0.109375,0,0.109375
single,trm_mixer-trm_flat,mse,-0.09216228276491165,0.14913252694961981,10,2,8,0.109375,0,0.109375
single,trm_mixer-trm_flat,mae,-0.07726111859083176,0.08312287625026267,10,2,8,0.109375,0,0.109375
single,trm_mixer-trm_flat,r2,0.1197829991630119,0.20536821740969097,10,8,2,0.109375,0,0.109375
