config,arm,n_params,ref_params,ratio,role,within_tol
single,trm_mixer,24378,23856,1.0219,matched,True
single,trm_mixer_nomix,23702,23856,0.9935,matched,True
single,trm_mixer_unsharedro,23670,23856,0.9922,matched,True
single,trm_mixer_nomix_unsharedro,23718,23856,0.9942,matched,True
single,trm_mixer_nomix_distinctw,24542,23856,1.0288,matched,True
single,trm_flat,23856,23856,1.0000,reference,True
single,ff_matched,23763,23856,0.9961,matched,True
